News Source,Bias,Reporting,References,Website
Natural Resource Governance Institute,Left-Center,High,266814,https://en.wikipedia.org/wiki/National_Youth_Rights_Association
Natural Resources Defense Council,Left-Center,High,482219,https://resourcegovernance.org/
NC Policy Watch,Left-Center,High,85909,https://www.nrdc.org/
Need 2 Know,Left-Center,High,5397,http://www.ncpolicywatch.com/
New England Cable News (NECN),Left-Center,High,134945,https://theneed2know.com/
New Europe,Left-Center,High,72874,https://www.necn.com/
New Left Review,Left-Center,High,439342,http://neweurope.centre.ubbcluj.ro/
New Matilda,Left-Center,High,251042,https://newleftreview.org/
New Moderate,Left-Center,High,23567,https://newmatilda.com/
News and Guts,Left-Center,High,1044,https://newmoderate.com/
News Channel 4 (KFOR.com),Left-Center,High,197705,https://www.facebook.com/newsandguts/
News.com.au,Left-Center,High,14350902,https://kfor.com/
Newsday,Left-Center,High,2111593,https://www.news.com.au/
Newser,Left-Center,High,612289,https://www.newsday.com/
NewsOne,Left-Center,High,198224,https://www.thefreelibrary.com/Newser+--+an+Online+News+Service+from+HighBeam+Research+and+Michael...-a0170409109
Newsy,Left-Center,High,377110,https://www.youtube.com/watch?v=7Jm6I5DjUTc
Oil and Water Don t Mix,Left-Center,High,957,https://www.newsy.com/
openDemocracy,Left-Center,High,559932,https://www.thoughtco.com/why-oil-and-water-dont-mix-609193
Opposing Views,Left-Center,High,1227644,https://www.opendemocracy.net/
Outside The Beltway,Left-Center,High,1254210,https://www.opposingviews.com/
Ozy Media,Left-Center,High,406209,https://www.outsidethebeltway.com/
PanAm Post,Left-Center,High,34250,https://www.ozy.com/
Patriotic Millionaires,Left-Center,High,19718,https://panampost.com/
PBS News Hour,Left-Center,High,8983384,https://patrioticmillionaires.org/
Philadelphia Inquirer,Left-Center,High,5498197,https://www.pbs.org/newshour/
Philippine Daily Inquirer,Left-Center,High,222116,http://www.philly.com/
Politics That Work,Left-Center,High,3723,https://www.inquirer.net/
Population Connection,Left-Center,High,34978,http://politicsthatwork.com/
Portland Press-Herald,Left-Center,High,453489,https://www.populationconnection.org/
Public Citizen,Left-Center,High,209136,https://www.pressherald.com/
Quartz,Left-Center,High,487533,https://www.citizen.org/
Radio Free Asia,Left-Center,High,435638,https://qz.com/
Raleigh News and Observer,Left-Center,High,1432349,https://www.rfa.org/
RationalWiki,Left-Center,High,13377,https://www.newsobserver.com/
Real News Network,Left-Center,High,537254,https://en.wikipedia.org/wiki/RationalWiki
Religion News Service (RNS),Left-Center,High,231073,https://certification.comptia.org/certifications/network
Reveal   Center for Investigative Reporting,Left-Center,High,152890,https://religionnews.com/
Right Web,Left-Center,High,36967,https://www.revealnews.org/
Rolling Stone,Left-Center,High,2652584,https://rightweb.irc-online.org/
Roosevelt Institute,Left-Center,High,32803,https://www.rollingstone.com/
Rudaw,Left-Center,High,14335,http://rooseveltinstitute.org/
Sacramento Bee,Left-Center,High,1812488,http://www.rudaw.net/
Salt Lake Tribune,Left-Center,High,781832,https://www.sacbee.com/
San Francisco Chronicle,Left-Center,High,1357335,https://www.sltrib.com/
San Jose Mercury News,Left-Center,High,1550090,https://www.sfchronicle.com/
Santa Barbara Independent,Left-Center,High,165327,https://www.mercurynews.com/
Seattle Post-Intelligencer,Left-Center,High,230799,https://www.independent.com/
Seattle Times,Left-Center,High,1707365,https://www.seattlepi.com/
Sentencing Project,Left-Center,High,104758,https://www.seattletimes.com/
SFGate,Left-Center,High,3401015,https://en.wikipedia.org/wiki/Sentencing_Project
Shame Project,Left-Center,High,2805,https://www.sfgate.com/
Sky News,Left-Center,High,3664372,https://austinheights.ca/PK0-003_Exam-Test.html
Sojourners (Soho),Left-Center,High,355711,https://news.sky.com/
SooToday.com,Left-Center,High,317622,https://mediabiasfactcheck.com/sojourners-soho/
Southern Poverty Law Center,Left-Center,High,1607605,https://www.sootoday.com/
Special Broadcasting Service (SBS),Left-Center,High,1001884,https://www.splcenter.org/
Spiegel Online,Left-Center,High,8560806,https://www.sbs.com.au/
Star-Ledger,Left-Center,High,7961534,http://www.spiegel.de/
Staten Island Advance,Left-Center,High,2629802,https://www.nj.com/starledger/
StopFake,Left-Center,High,83199,https://www.silive.com/
Tampa Bay Times,Left-Center,High,1274355,https://www.stopfake.org/en/news/
Tax Policy Center,Left-Center,High,1291187,https://www.tampabay.com/
TechCrunch,Left-Center,High,3298282,https://www.taxpolicycenter.org/
The Age (Australia),Left-Center,High,6663533,https://techcrunch.com/
The Automatic Earth,Left-Center,High,395286,https://www.theage.com.au/
The Baffler,Left-Center,High,88477,https://www.theautomaticearth.com/
The Center on Budget and Policy Priorities,Left-Center,High,287537,https://thebaffler.com/
The Century Foundation,Left-Center,High,45489,https://www.cbpp.org/
The Chicago Reporter,Left-Center,High,2266,https://tcf.org/
The Christian Left,Left-Center,High,18113,https://www.chicagoreporter.com/
The Courier-Journal,Left-Center,High,1038667,https://en.wikipedia.org/wiki/Christian_left
The Daily Climate,Left-Center,High,75754,https://www.courier-journal.com/
The Daily Tarheel,Left-Center,High,158089,https://www.dailyclimate.org/
The Economic Times,Left-Center,High,4226728,https://www.dailytarheel.com/
The Forward,Left-Center,High,341664,https://www.youtube.com/channel/UCJFOER35ggIWwsXh2ZDnqyg
The Hindu,Left-Center,High,6,https://www.3dgep.com/forward-plus/
(The) Interpreter Magazine,Left-Center,High,72153,https://www.thehindu.com/
The Irish Times,Left-Center,High,1963074,http://www.interpretermag.com/
The Irrawaddy,Left-Center,High,217235,https://www.irishtimes.com/
The Journal News,Left-Center,High,957408,https://www.irrawaddy.com/
The Local (Norway),Left-Center,High,921378,http://www.lohud.com/
The Monthly (Australia),Left-Center,High,73576,https://www.thelocal.no/
The Nation Institute,Left-Center,High,76636,https://www.themonthly.com.au/
The New Arab,Left-Center,High,406570,https://en.wikipedia.org/wiki/The_Nation_Institute
The News Tribune,Left-Center,High,620446,https://www.buzzarab.com/
The Oslo Times,Left-Center,High,130814,https://www.thenewstribune.com/
The Patriot-News,Left-Center,High,2507827,http://www.theoslotimes.com/
The Plain Dealer,Left-Center,High,6358632,https://www.pennlive.com/
The Providence Journal,Left-Center,High,1649506,https://www.cleveland.com/plaindealer/
The Pulse,Left-Center,High,101,https://en.wikipedia.org/wiki/The_Providence_Journal
The Record (New Jersey),Left-Center,High,204728,https://buy.taser.com/products/taser-pulse-plus
The Saturday Paper,Left-Center,High,294581,https://www.northjersey.com/
The Stranger,Left-Center,High,3744866,https://www.thesaturdaypaper.com.au/
The Sun Magazine,Left-Center,High,31505,https://en.wikipedia.org/wiki/The_Stranger_(1946_film)
The Sydney Morning Herald,Left-Center,High,8428105,https://www.thesunmagazine.org/
The Tab,Left-Center,High,25810,https://www.smh.com.au/
The Times-Picayune,Left-Center,High,2015475,https://thetab.com/
The Trace,Left-Center,High,10802,https://www.nola.com/
The Tyee,Left-Center,High,207173,https://en.wikipedia.org/wiki/The_Trace_(website)
The Varsity,Left-Center,High,27687,https://thetyee.ca/
The Verge,Left-Center,High,1771117,https://thevarsity.ca/
The Virginian-Pilot,Left-Center,High,209021,https://www.theverge.com/
The Week,Left-Center,High,1637679,https://pilotonline.com/
The Wilderness Society,Left-Center,High,720891,https://www.theweek.in/home.html
The Wire   India,Left-Center,High,218050,https://www.wilderness.org/
The Zero Hour,Left-Center,High,3512,https://thewire.in/
Thomson Reuters Foundation,Left-Center,High,486825,http://www.thisisthezerohour.com/
Times of Israel,Left-Center,High,901276,https://www.trust.org/
To Inform is to Influence,Left-Center,High,4968,https://www.timesofisrael.com/
Unicorn Riot,Left-Center,High,15406,https://toinformistoinfluence.com/
United Federation of Teachers (UFT),Left-Center,High,218363,https://en.wikipedia.org/wiki/Unicorn_Riot
University Business,Left-Center,High,54779,http://www.uft.org/
Urban Institute,Left-Center,High,727611,https://www.uoguelph.ca/business/guelph-difference
US News World Report,Left-Center,High,1220471,https://en.wikipedia.org/wiki/Urban_Institute
VoteVets.org,Left-Center,High,76668,https://en.wikipedia.org/wiki/U.S._News_%26_World_Report
Vulture,Left-Center,High,7038793,https://www.votevets.org/
Wall Street on Parade,Left-Center,High,185677,https://www.vulture.com/
WGN News,Left-Center,High,233852,http://wallstreetonparade.com/
Windsor Star,Left-Center,High,376673,https://wgntv.com/
WNYC,Left-Center,High,513137,https://windsorstar.com/
World Affairs Journal,Left-Center,High,2215017,https://www.wnyc.org/
World Policy Institute,Left-Center,High,42659,http://www.worldaffairsjournal.org/
YnetNews,Left-Center,High,235259,https://worldpolicy.org/
York Daily Record,Left-Center,High,83630,"""https://www.ynetnews.com/home/0,7340,L-3083,00.html"""
BackChannel,Left-Center,Very High,4432,https://www.ydr.com/
BillMoyers.com,Left-Center,Very High,226341,https://en.wikipedia.org/wiki/Backchannel
Brookings Institute,Left-Center,Very High,916884,https://billmoyers.com/
Center for International Policy,Left-Center,Very High,238489,https://www.brookings.edu/
Clean Technica,Left-Center,Very High,206027,https://en.wikipedia.org/wiki/Center_for_International_Policy
Journal of Politics and Society,Left-Center,Very High,655,https://cleantechnica.com/
Memeorandum,Least,Mixed,2913297,https://journals.sagepub.com/home/pas
NewsNow (UK),Least,Mixed,1921522,https://en.wikipedia.org/wiki/Memorandum
OneEighty,Least,Mixed,1934,https://www.newsnow.co.uk/h/
Patheos,Least,Mixed,825538,https://www.one-eighty.org/
Spectrum Report,Least,Mixed,51448,https://www.patheos.com/
TheWrap,Least,Mixed,861973,https://www.instagram.com/spectrumreport/?hl=en
Viral Thread,Least,Mixed,61326,https://www.thewrap.com/
ABC News Australia,Least,High,5161666,http://www.viralthread.com/
Africa News,Least,High,1052627,https://www.abc.net.au/news/
Agerpres,Least,High,2482230,https://www.bbc.com/sport/netball/46935446
Airwars,Least,High,26983,https://www.agerpres.ro/english
Al Arabiya,Least,High,1164174,https://airwars.org/
Al Bawaba,Least,High,705193,https://english.alarabiya.net/
Al Majalla,Least,High,1316,https://www.albawaba.com/
Alabama Today,Least,High,1172,http://arb.majalla.com/
Albuquerque Journal,Least,High,351450,http://altoday.com/archives/category/opinion
AllGov,Least,Very High,170809,https://www.abqjournal.com/
Alliance for Securing Democracy,Least,High,1688,http://www.allgov.com/
American Heritage,Least,High,113136,https://securingdemocracy.gmfus.org/
Amnesty International,Least,High,2165942,https://www.ahschool.com/
Asharq Al-Awsat,Least,High,33937,https://www.amnesty.org/en/
Atlantic Council,Least,High,208343,https://aawsat.com/
Ballotpedia,Least,Very High,47397,https://www.atlanticcouncil.org/
Bbarta24,Least,High,208271,https://ballotpedia.org/
BDNews24,Least,High,1230994,https://www.barta24.com/
Bellingcat,Least,High,89697,https://www.youtube.com/channel/UCuv5N97XvsMSMMZNqYX6iig
Big Think,Least,Very High,443218,https://www.bellingcat.com/
BNO News,Least,High,856,https://bigthink.com/
Bridge Magazine,Least,High,24027,https://bnonews.com/
Bulletin of the Atomic Scientists,Least,Very High,157904,https://en.wikipedia.org/wiki/Bridge_Magazine
Bullshido,Least,High,592931,https://en.wikipedia.org/wiki/Bulletin_of_the_Atomic_Scientists
Business 2 Community,Least,High,28655,https://www.bullshido.net/
C-Span,Least,Very High,5131998,https://www.business2community.com/
Capitol Fax,Least,High,175727,https://www.c-span.org/
Carnegie Endowment for International Peace,Least,Very High,873736,https://capitolfax.com/
Castanet,Least,High,1461615,https://en.wikipedia.org/wiki/Carnegie_Endowment_for_International_Peace
Center for Democracy and Technology,Least,High,116195,https://www.castanet.net/
Center for a New American Security,Least,High,50416,https://cdt.org/
Center for Advanced Defense Studies,Least,Very High,1562,https://www.cnas.org/people/julie-smith
Center for Global Development,Least,Very High,144030,https://c4ads.org/
Center for Inquiry,Least,Very High,174805,https://www.cgdev.org/
Center for Public Integrity,Least,Very High,437015,https://centerforinquiry.org/
Center for Responsive Politics (Open Secrets),Least,Very High,4133955,https://publicintegrity.org/
Center for Strategic and International Studies,Least,Very High,272024,https://www.opensecrets.org/
China Daily,Least,High,24118635,https://www.csis.org/
Christian Science Monitor,Least,High,2327279,http://www.chinadaily.com/
Committee for a Responsible Federal Budget,Least,Very High,7569,https://www.csmonitor.com/
Committee for Economic Development,Least,High,70139,https://www.crfb.org/
Committee to Protect Journalists,Least,Very High,258342,https://www.ced.org/
Conflict News,Least,High,236,https://cpj.org/
Congress.gov,Least,Very High,2349717,https://www.armytimes.com/news/your-army/2019/01/18/armys-long-awaited-iraq-war-study-finds-iran-was-the-only-winner-in-a-conflict-that-holds-many-lessons-for-future-wars/
Congressional Budget Office (CBO),Least,Very High,257179,https://www.congress.gov/
Anthropocene Magazine,Least,Very High,14409,https://www.cbo.gov/
Consortium News,Least,High,1322170,http://www.anthropocenemagazine.org/
Constitution Project,Least,High,6392,https://consortiumnews.com/
Consumer Reports,Least,High,561267,https://constitutionproject.org/
Consumerist,Least,High,561644,https://www.consumerreports.org/cro/index.htm
Cook Political Report,Least,High,149104,https://consumerist.com/
Countable News,Least,High,9272,https://www.cookpolitical.com/
Courthouse News Service,Least,High,282412,https://www.countable.us/
Crimeola,Least,High,5986,https://www.courthousenews.com/
Daily Business Review,Least,High,45664,https://crimeola.com/
Daily Record,Least,High,424088,https://www.law.com/dailybusinessreview/
The Defcon Warning System,Least,High,25987,https://www.dailyrecord.co.uk/
Defense One,Least,High,136230,https://www.defconwarningsystem.com/phpBB3/
DifferenceBetween.net,Least,Very High,34488,https://www.onestopsystems.com/defense
Doctors Without Borders,Least,High,468794,http://www.differencebetween.net/
DPA German Press Agency,Least,High,2562,http://www.doctorswithoutborders.ca/
Earth Institute,Least,High,40399,https://en.wikipedia.org/wiki/Deutsche_Presse-Agentur
EJ Insight (EJI),Least,High,623751,http://www.earth.columbia.edu/
Eurasia Group,Least,High,125689,http://www.ejinsight.com/
Eurasia Review,Least,High,149453,https://www.eurasiagroup.net/
Euronews,Least,High,1017937,https://www.eurasiareview.com/
Every CRS Report,Least,Very High,23997,https://www.euronews.com/
FactsCan,Least,Very High,552,https://www.everycrsreport.com/
Fair Observer,Least,High,43905,https://en.wikipedia.org/wiki/FactsCan
Federal Times,Least,High,199081,https://www.fairobserver.com/
Financial Express,Least,High,2798447,https://www.federaltimes.com/
Financial Times,Least,High,6370756,https://en.wikipedia.org/wiki/The_Financial_Express_(India)
First Draft News,Least,High,9908,https://www.ft.com/
Foreign Affairs,Least,High,440175,https://firstdraftnews.org/
Foreign Policy,Least,High,877656,https://www.foreignaffairs.com/
Free Wheel Media,Least,High,1458,https://foreignpolicy.com/
Freedom From Religion Foundation (FFRF),Least,High,326476,http://freewheel2018.tv/
Full Fact (UK),Least,Very High,54613,https://ffrf.org/
Gallup,Least,Very High,369850,https://fullfact.org/
Gears of Biz,Least,High,0,https://news.gallup.com/home.aspx
Global Integrity,Least,High,30054,https://veiculos.mercadolivre.com.br/acessorios/carenagem-biz%C3%BE-100-2002-prata-original
Global Slavery Index,Least,Very High,16691,https://www.globalintegrity.org/
GoodNewsNetwork,Least,High,113786,https://www.globalslaveryindex.org/
Government Executive,Least,High,184523,https://www.goodnewsnetwork.org/
GovTrack,Least,Very High,605615,https://en.wikipedia.org/wiki/Government_Executive
Harvard Gazette,Least,High,3257,https://www.govtrack.us/
Harvard Political Review,Least,High,16024,https://news.harvard.edu/gazette/
Healthcare Finance News,Least,High,169337,http://harvardpolitics.com/
Hoax Slayer,Least,Very High,125171,https://www.healthcarefinancenews.com/
I24 News,Least,High,10436,https://hoax-slayer.com/
ICitizen,Least,High,7829,https://www.i24news.tv/
IHS Janes 360,Least,High,483346,https://itunes.apple.com/us/app/icitizen/id725655449?mt=8
Independent Voter Network (IVN),Least,High,45540,https://www.janes.com/
Institute for Women s Policy Research (IWPR),Least,High,17757,https://ivn.us/
International Consortium of Investigative Journalists,Least,Very High,824952,https://iwpr.org/
International Energy Agency (IEA),Least,High,933183,https://www.icij.org/
International Organization,Least,Very High,90384,https://www.iea.org/
International Press Institute,Least,Very High,21595,https://www.americanforeignrelations.com/E-N/International-Organization-What-are-international-organizations.html
International Rescue Committee (IRC),Least,High,133106,https://ipi.media/
Investigative Reporters and Editors,Least,Very High,295246,https://www.rescue.org/
Investopedia,Least,High,631638,https://www.ire.org/
JStor Daily,Least,Very High,35584,https://www.investopedia.com/
Just Security,Least,High,147523,https://daily.jstor.org/
Know Your Meme,Least,High,3140480,https://www.certlibrary.com/blog/5-great-jobs-can-get-security-certification/
Lead Stories,Least,Very High,3508882,https://knowyourmeme.com/
Lima Charlie News,Least,High,4080,https://leadstories.com/
ListVerse,Least,High,115248,https://limacharlienews.com/
Maplight,Least,Very High,261438,http://listverse.com/
MarketWatch,Least,High,8631967,https://maplight.org/
MediaShift,Least,High,152473,https://www.marketwatch.com/
Mental Floss,Least,High,608288,http://mediashift.org/
MercoPress,Least,High,184620,http://mentalfloss.com/
Merion West,Least,High,1685,http://en.mercopress.com/
Metabunk,Least,High,20252,https://merionwest.com/
Military.com,Least,High,622830,https://www.metabunk.org/
National Bureau of Economic Research (NBER),Least,High,355013,https://www.military.com/
National Institute on Money in State Politics,Least,High,263792,https://www.nber.org/
National Journal,Least,High,783306,https://www.followthemoney.org/
NationMaster,Least,Very High,141765,https://www.nationaljournal.com/
New America,Least,High,414282,https://www.nationmaster.com/
New Bern Sun Journal,Least,High,31539,https://www.newamerica.org/
The News Literacy Project,Least,High,4481,https://www.newbernsj.com/
News Lookup,Least,High,508615,https://newslit.org/
News24 (South Africa),Least,High,1480294,http://www.newslookup.com/
Newsela,Least,High,217138,https://www.news24.com/
Next Avenue,Least,High,177853,https://newsela.com/
NextGov,Least,High,205272,https://www.nextavenue.org/
NHK World,Least,High,29620,https://www.nextgov.com/
Niskanen Center,Least,High,3885,https://www3.nhk.or.jp/nhkworld/
NK News,Least,High,67281,https://niskanencenter.org/
No Labels,Least,High,21533,https://www.nknews.org/
Noozhawk,Least,High,175846,https://www.nolabels.org/
Novinite,Least,High,1282124,https://www.noozhawk.com/
Open the Government,Least,High,47296,https://www.novinite.com/
Oyez Project,Least,Very High,144950,https://www.openthegovernment.org/
Parallax News (PXW),Least,High,234,https://www.oyez.org/
Peterson Foundation,Least,High,41102,https://mediabiasfactcheck.com/parallax-news-pxw/
Peterson Institute for International Economics,Least,High,193574,https://www.pgpf.org/
Pew Research,Least,Very High,825502,https://piie.com/
Political Storm,Least,High,3809,http://www.pewresearch.org/
Political Storm,Least,High,464,https://mavenroundtable.io/politicalstorm/
Polygraph.info,Least,Very High,28981,https://mavenroundtable.io/politicalstorm/
PR Newswire,Least,High,104,https://www.polygraph.info/
ProCon.org,Least,High,120725,https://www.prnewswire.com/
Project Syndicate,Least,High,855285,https://www.procon.org/
Recode,Least,High,533345,https://www.project-syndicate.org/
Relevant Magazine,Least,High,288759,https://www.recode.net/
Reporters Lab,Least,Very High,1572,https://relevantmagazine.com/
Reporters Without Borders,Least,High,551718,https://reporterslab.org/
Represent.Us,Least,High,43920,https://rsf.org/en
Roll Call,Least,Very High,1954696,https://represent.com/
Russian Media Monitor,Least,High,462,https://appsliced.co/app?n=mcontacts-address-book-eshare&l=dev
Sayfie Review,Least,High,138140,http://www.russialies.com/
Science Debate,Least,Very High,4733,https://www.sayfiereview.com/
Scoopnest,Least,High,6879509,https://sciencedebate.org/
SCOTUSblog,Least,High,1504190,https://www.scoopnest.com/
Shareably,Least,High,1500,https://www.scotusblog.com/
Simple Politics,Least,High,1054,https://shareably.net/
South China Morning Post,Least,High,1691823,https://twitter.com/easypoliticsuk?lang=en
St. Cloud Times,Least,High,662515,https://www.scmp.com/news/hong-kong/transport/article/2182843/hong-kongs-central-wan-chai-bypass-opens-traffic-after
Stars and Stripes,Least,High,373851,https://www.sctimes.com/
Stat (News),Least,High,134096,https://www.stripes.com/
Stimson Center,Least,High,326,https://www.statnews.com/
Stock News USA,Least,High,22342,https://www.stimson.org/
StrategyPage,Least,High,523026,https://www.cnbc.com/us-markets/
Stratfor,Least,High,837784,https://www.strategypage.com/
Sunlight Foundation,Least,Very High,1186251,https://worldview.stratfor.com/
Taipei Times,Least,High,2405316,https://sunlightfoundation.com/
Task and Purpose,Least,High,26885,http://www.taipeitimes.com/
Texas Standard,Least,High,138094,https://taskandpurpose.com/
Texas Tribune,Least,High,362837,https://www.ciee.org/in-the-usa/academics/high-school-usa/our-programs/standard-plus
That s Nonsense,Least,High,7228,https://www.texastribune.org/
The Australian Financial Review,Least,High,3321797,https://www.thatsnonsense.com/
The Balance,Least,High,52559,https://www.afr.com/
The Bangkok Post,Least,High,4011840,https://www.thebalance.com/
The Belfer Center for Science and International Affairs,Least,High,388752,https://www.bangkokpost.com/
The Bureau of Investigative Journalism,Least,High,66307,https://www.belfercenter.org/
The China Post,Least,High,1467212,https://www.thebureauinvestigates.com/
The Cipher Brief,Least,High,12497,https://chinapost.nownews.com/
The Conversation,Least,High,498972,https://www.thecipherbrief.com/
The Diplomat Magazine,Least,High,307668,http://theconversation.com/global
The Fake News Codex,Least,High,269,https://thediplomat.com/
The Humanist Magazine,Least,High,45876,http://www.fakenewscodex.com/
The Indian Express,Least,High,2904332,https://thehumanist.com/
The Jakarta Post,Least,High,1055424,https://indianexpress.com/
The Jerusalem Post,Least,High,4373371,https://www.thejakartapost.com/
The Jordan Times,Least,High,645496,https://www.jpost.com/
The Knife,Least,High,204,http://www.jordantimes.com/
The Marshall Project,Least,High,70075,https://en.wikipedia.org/wiki/The_Knife
The Meme Policeman,Least,High,2082,https://www.themarshallproject.org/
The Middle East in London,Least,High,674498,https://www.facebook.com/memepoliceman/
The News (Mexico City),Least,High,646814,https://www.soas.ac.uk/lmei/meil/
The Observatory,Least,High,21342,https://www.dallasnews.com/news/mexico/2019/01/19/least-66-killed-near-mexico-city-mass-fuel-theft-causes-pipeline-explode
The Outlook (Monmouth University),Least,High,12200,https://en.wikipedia.org/wiki/David_Dunlap_Observatory
The Pantagraph,Least,High,33381,https://outlook.monmouth.edu/
The Skimm,Least,High,55247,https://www.pantagraph.com/
The Sociable,Least,High,16190,https://www.theskimm.com/
The Strategy Bridge,Least,High,2358,https://sociable.co/
The Swedish Wire,Least,High,12456,https://thestrategybridge.org/
The TruthSetter,Least,High,26,https://twitter.com/swedishwire?lang=en
TheJournal.ie,Least,High,2031867,https://truthsetter.com/
Third Way,Least,High,37212,https://www.thejournal.ie/
ThoughtCo,Least,Very High,99819,https://en.wikipedia.org/wiki/Third_Way
Times of San Diego,Least,High,6694,https://www.thoughtco.com/
Today I Found Out,Least,High,63094,https://timesofsandiego.com/
Transparency International,Least,Very High,809602,http://www.todayifoundout.com/
Transpartisan Review,Least,High,38,https://www.transparency.org/
True Viral News,Least,High,369670,http://www.transpartisanreview.org/
Truth Be Told,Least,High,406,https://trueviralnews.com/
TruthOrFiction.com,Least,Very High,104752,https://en.wiktionary.org/wiki/truth_be_told
Turkey and Facts (Dogruluk Payi),Least,Very High,6,https://www.truthorfiction.com/
TVW Washington State,Least,High,1525361,https://mediabiasfactcheck.com/turkey-and-facts-dogruluk-payi/
Undark,Least,High,10737,https://www.tvw.org/
United Press International (UPI),Least,High,2137820,https://en.wikipedia.org/wiki/Undark
United States House of Representatives (House.gov),Least,Very High,3868308,https://www.upi.com/
US Government Accountability Office (GAO),Least,High,175183,http://www.house.gov/
USA Facts,Least,Very High,4581,https://www.gao.gov/
USA Spending,Least,Very High,585238,https://usafacts.org/
Utah Standard-Examiner,Least,High,79491,https://www.usaspending.gov/
Vocativ,Least,High,25139,https://www.standard.net/
Voice of America,Least,High,2820342,http://www.vocativ.com/
Voice of San Diego,Least,High,202771,https://www.voanews.com/
Vos Iz Neias,Least,High,710662,https://www.voiceofsandiego.org/
Vote Smart,Least,High,3010230,https://www.vosizneias.com/
War on the Rocks,Least,High,68233,https://www.wayfair.ca/lighting/sb0/smart-light-bulbs-c1871577.html
We Are The Mighty,Least,High,18264,https://warontherocks.com/
WikiNews,Least,High,81242,https://www.wearethemighty.com/
Wikipedia,Least,High,73298892,https://en.wikinews.org/wiki/Main_Page
WikiTribune,Least,High,31461,https://en.wikipedia.org/wiki/Main_Page
Woodrow Wilson International Center for Scholars,Least,Very High,163619,https://www.wikitribune.com/
World Economic Forum,Least,High,996993,https://www.wilsoncenter.org/
World News,Least,High,2026611,https://www.weforum.org/
World Politics Review,Least,High,130695,https://www.bbc.com/news/world-europe-46933724
World Press Review,Least,Very High,27594,https://www.worldpoliticsreview.com/
AllGov,Least,Very High,170809,https://www.worldpress.org/
Ballotpedia,Least,Very High,47397,http://www.allgov.com/
Big Think,Least,Very High,443218,https://ballotpedia.org/
Bulletin of the Atomic Scientists,Least,Very High,157904,https://bigthink.com/
C-Span,Least,Very High,5131998,https://en.wikipedia.org/wiki/Bulletin_of_the_Atomic_Scientists
Carnegie Endowment for International Peace,Least,Very High,873736,https://www.c-span.org/
Center for Advanced Defense Studies,Least,Very High,1562,https://en.wikipedia.org/wiki/Carnegie_Endowment_for_International_Peace
Center for Global Development,Least,Very High,144030,https://c4ads.org/
Center for Inquiry,Least,Very High,174805,https://www.cgdev.org/
Center for Public Integrity,Least,Very High,437015,https://centerforinquiry.org/
Center for Responsive Politics (Open Secrets),Least,Very High,4133955,https://publicintegrity.org/
Center for Strategic and International Studies,Least,Very High,272024,https://www.opensecrets.org/
Committee for a Responsible Federal Budget,Least,Very High,7569,https://www.csis.org/
Committee to Protect Journalists,Least,Very High,258342,https://www.crfb.org/
Congress.gov,Least,Very High,2349717,https://cpj.org/
Congressional Budget Office (CBO),Least,Very High,257179,https://www.congress.gov/
Anthropocene Magazine,Least,Very High,14409,https://www.cbo.gov/
DifferenceBetween.net,Least,Very High,34488,http://www.anthropocenemagazine.org/
Every CRS Report,Least,Very High,23997,http://www.differencebetween.net/
FactsCan,Least,Very High,552,https://www.everycrsreport.com/
Full Fact (UK),Least,Very High,54613,https://en.wikipedia.org/wiki/FactsCan
Gallup,Least,Very High,369850,https://fullfact.org/
Global Slavery Index,Least,Very High,16691,https://news.gallup.com/home.aspx
GovTrack,Least,Very High,605615,https://www.globalslaveryindex.org/
Hoax Slayer,Least,Very High,125171,https://www.govtrack.us/
International Consortium of Investigative Journalists,Least,Very High,824952,https://hoax-slayer.com/
International Organization,Least,Very High,90384,https://www.icij.org/
International Press Institute,Least,Very High,21595,https://www.americanforeignrelations.com/E-N/International-Organization-What-are-international-organizations.html
Investigative Reporters and Editors,Least,Very High,295246,https://ipi.media/
JStor Daily,Least,Very High,35584,https://en.wikipedia.org/wiki/Investigative_Reporters_and_Editors
Lead Stories,Least,Very High,3508882,https://daily.jstor.org/
Maplight,Least,Very High,261438,https://leadstories.com/
NationMaster,Least,Very High,141765,https://maplight.org/
Oyez Project,Least,Very High,144950,https://www.nationmaster.com/
Pew Research,Least,Very High,825502,https://www.oyez.org/
Polygraph.info,Least,Very High,28981,http://www.pewresearch.org/
Reporters Lab,Least,Very High,1572,https://www.polygraph.info/
Roll Call,Least,Very High,1954696,https://reporterslab.org/
Science Debate,Least,Very High,4733,https://appsliced.co/app?n=mcontacts-address-book-eshare&l=dev
Sunlight Foundation,Least,Very High,1186251,https://sciencedebate.org/
ThoughtCo,Least,Very High,99819,https://sunlightfoundation.com/
Transparency International,Least,Very High,809602,https://www.thoughtco.com/
TruthOrFiction.com,Least,Very High,104752,https://www.transparency.org/
Turkey and Facts (Dogruluk Payi),Least,Very High,6,https://www.truthorfiction.com/
United States House of Representatives (House.gov),Least,Very High,3868308,https://mediabiasfactcheck.com/turkey-and-facts-dogruluk-payi/
USA Facts,Least,Very High,4581,http://www.house.gov/
USA Spending,Least,Very High,585238,https://usafacts.org/
Woodrow Wilson International Center for Scholars,Least,Very High,163619,https://www.usaspending.gov/
World Press Review,Least,Very High,27594,https://www.wilsoncenter.org/
Anti-War,Right-Center,Mixed,613122,https://www.worldpress.org/
Campaign for Liberty,Right-Center,Mixed,5567,http://www.antiwar.com/
